cognome,nome_original,url_original
img_53,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTElNUQlN0I0OTQlN0RhY2Fyb18zLmpwZw==.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18391%5D%7B494%7Dacaro_3.jpg
img_54,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTglNUQlN0IzNjUlN0RwYW5hbWFfMS5wbmc=.png,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18398%5D%7B365%7Dpanama_1.png
img_55,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTIlNUQlN0IyNTYlN0R0cmFjYV9hZHVsdG9fMS5wbmc=.png,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18392%5D%7B256%7Dtraca_adulto_1.png
img_56,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTklNUQlN0IxNDElN0RmaWd1cmFfN2JfZm9saGFfY29tX2ZhaXhhc19hbWFyZWxhcy5qcGc=.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18399%5D%7B141%7Dfigura_7b_folha_com_faixas_amarelas.jpg
img_57,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTMlNUQlN0IyMDclN0Rtb2xlcXVlX2Z1bmdvLnBuZw==.png,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18393%5D%7B207%7Dmoleque_fungo.png
img_58,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTQlNUQlN0IyMzglN0RzaWdhdG9rYV9hbWFyZWxhLnBuZw==.png,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18394%5D%7B238%7Dsigatoka_amarela.png
img_59,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTUlNUQlN0I1MDclN0RzaWdhdG9rYV9uZWdyYS5qcGc=.jpg,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18395%5D%7B507%7Dsigatoka_negra.jpg
img_60,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTgzOTYlNUQlN0IzNjclN0RzaWdhdG9rYV8zLnBuZw==.png,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B18396%5D%7B367%7Dsigatoka_3.png
img_61,aHR0cDovL2ludHJhbmV0ZG9jLmVwYWdyaS5zYy5nb3YuYnIvc2VkaW1vYi9pbWdfZWxlbWVudG8vJTVCMTI5ODUlNUQlN0I0NCU3RHJlY29tZW5kYWNhb19jdWx0aXZhcmVzLnBuZw==.png,http://intranetdoc.epagri.sc.gov.br/sedimob/img_elemento/%5B12985%5D%7B44%7Drecomendacao_cultivares.png
img_62,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxMjk4NSU1RCU3QjclN0R0YTEuZ2lm.gif,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B12985%5D%7B7%7Dta1.gif
img_63,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxMjk4NSU1RCU3Qjg2JTdEdGE1LnBuZw==.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B12985%5D%7B86%7Dta5.png
img_64,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxMjk4NSU1RCU3QjI0NiU3RHRhMy5wbmc=.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B12985%5D%7B246%7Dta3.png
img_65,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxMjk4NSU1RCU3QjM0MSU3RHRhNC5wbmc=.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B12985%5D%7B341%7Dta4.png
img_66,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxMjk4NSU1RCU3QjMzNSU3RHRhNi5wbmc=.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B12985%5D%7B335%7Dta6.png
img_67,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxMjk4NSU1RCU3QjQ0MSU3RHRhMi5wbmc=.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B12985%5D%7B441%7Dta2.png
img_68,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM1NiU1RCU3QjI3NiU3RGNhcF8zXy1fZmlnXzJfLV9sZXRyYV9hXy1fZ3JhbmRlX25haW5lXy1fYXV0b3JpYV9rZW55X2hlbnJpcXVlX21hcmlndWVsaS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18356%5D%7B276%7Dcap_3_-_fig_2_-_letra_a_-_grande_naine_-_autoria_keny_henrique_marigueli.jpg
img_69,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM1OSU1RCU3QjQyNyU3RGNhcF8zXy1fZmlnXzNfLV9sZXRyYV9iXy1fZmlnb19jaW56YV8tX2F1dG9yaWFfZWxpc2V1X2VtYW5vZWxfZG9zX3NhbnRvcy5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18359%5D%7B427%7Dcap_3_-_fig_3_-_letra_b_-_figo_cinza_-_autoria_eliseu_emanoel_dos_santos.jpg
img_70,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM2NCU1RCU3QjclN0RpbWdfMzY1OS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18364%5D%7B7%7Dimg_3659.jpg
img_71,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM2NCU1RCU3QjIwNCU3RGNhcF8zXy1fZmlnXzRfLV9sZXRyYV9kXy1fYmVsbHVuYV8tX2F1dG9yaWFfZWxpc2V1X2VtYW5vZWxfZG9zX3NhbnRvcy5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18364%5D%7B204%7Dcap_3_-_fig_4_-_letra_d_-_belluna_-_autoria_eliseu_emanoel_dos_santos.jpg
img_72,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM2OSU1RCU3QjQ4NiU3RGNhcF8zXy1fZmlnXzRfLV9sZXRyYV9jXy1fdGhhcF9tYWVvXy1fYXV0b3JpYV9lbGlzZXVfZW1hbm9lbF9kb3Nfc2FudG9zLmpwZw==.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18369%5D%7B486%7Dcap_3_-_fig_4_-_letra_c_-_thap_maeo_-_autoria_eliseu_emanoel_dos_santos.jpg
img_73,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3MCU1RCU3QjMyMiU3RGNhcF8zXy1fZmlnXzRfLV9sZXRyYV9iXy1fb3Vyb18tX2F1dG9yaWFfZWxpc2V1X2VtYW5vZWxfZG9zX3NhbnRvcy5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18370%5D%7B322%7Dcap_3_-_fig_4_-_letra_b_-_ouro_-_autoria_eliseu_emanoel_dos_santos.jpg
img_74,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3MyU1RCU3QjE5NiU3RGx1cmRpbmhhXzEuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18373%5D%7B196%7Dlurdinha_1.jpg
img_75,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3MyU1RCU3QjI3MCU3RGx1cmRpbmhhXzMuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18373%5D%7B270%7Dlurdinha_3.jpg
img_76,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3MyU1RCU3QjM4JTdEbHVyZGluaGFfMi5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18373%5D%7B38%7Dlurdinha_2.jpg
img_77,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NCU1RCU3QjEyNSU3RGRlZm9saGEuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18374%5D%7B125%7Ddefolha.jpg
img_78,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NCU1RCU3QjglN0RkZXNmb2xoYV8yLmpwZw==.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18374%5D%7B8%7Ddesfolha_2.jpg
img_79,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NiU1RCU3QjI0MSU3RGNvcmFjYW9fMy5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18376%5D%7B241%7Dcoracao_3.jpg
img_80,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NiU1RCU3QjMzNCU3RGNvcmFjYW9fMS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18376%5D%7B334%7Dcoracao_1.jpg
img_81,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NiU1RCU3QjQwMyU3RGNvcmFjYW9fMi5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18376%5D%7B403%7Dcoracao_2.jpg
img_82,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NSU1RCU3QjEyMyU3RGVjb3JhbWVudG9fY29yZGEucG5n.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18375%5D%7B123%7Decoramento_corda.png
img_83,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NSU1RCU3QjMzOSU3RGVzY29yYW1lbnRvLnBuZw==.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18375%5D%7B339%7Descoramento.png
img_84,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NSU1RCU3QjQ0MiU3RGVzY29yYV9kdXBsYV8yLmpwZw==.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18375%5D%7B442%7Descora_dupla_2.jpg
img_85,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NSU1RCU3QjUxOSU3RGVzY29yYV9kdXBsYS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18375%5D%7B519%7Descora_dupla.jpg
img_86,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NyU1RCU3QjI0JTdEcG9kYV9kZV9wZW5jYV8xLmpwZw==.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18377%5D%7B24%7Dpoda_de_penca_1.jpg
img_87,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NyU1RCU3QjM5NyU3RHBvZGFfZGVfcGVuY2EuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18377%5D%7B397%7Dpoda_de_penca.jpg
img_88,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3NyU1RCU3QjQ0NCU3RHBvZGFfZGVfcGVuY2FfMi5wbmc=.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18377%5D%7B444%7Dpoda_de_penca_2.png
img_89,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3OCU1RCU3QjEzNyU3RGVuc2FjYW1lbnRvXzIuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18378%5D%7B137%7Densacamento_2.jpg
img_90,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3OCU1RCU3QjI5NyU3RGVuc2FjYW1lbnRvXzUucG5n.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18378%5D%7B297%7Densacamento_5.png
img_91,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3OCU1RCU3QjMyNSU3RGVuY2FjYW1lbnRvXzEuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18378%5D%7B325%7Dencacamento_1.jpg
img_92,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3OCU1RCU3QjQzMSU3RGVuc2FjYW1lbnRvXzMuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18378%5D%7B431%7Densacamento_3.jpg
img_93,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM3OSU1RCU3QjMzMiU3RGRlc3Zpb19kZV9wZXJmaWxob3NfMS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18379%5D%7B332%7Ddesvio_de_perfilhos_1.jpg
img_94,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MiU1RCU3QjI3NyU3RDIwMjMwODE1XzA5NTg1NS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18382%5D%7B277%7D20230815_095855.jpg
img_95,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MiU1RCU3QjQyMSU3RGZpbGVpcmFfZHVwbGEuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18382%5D%7B421%7Dfileira_dupla.jpg
img_96,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MSU1RCU3QjEwOCU3RHBsYW50YXNfaW52YXNvcmFzLnBuZw==.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18381%5D%7B108%7Dplantas_invasoras.png
img_97,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MyU1RCU3QjE3MSU3RGZpZ3VyYV8xNi5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18383%5D%7B171%7Dfigura_16.jpg
img_98,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MyU1RCU3QjE5NiU3RGZpZ3VyYV8xMi5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18383%5D%7B196%7Dfigura_12.jpg
img_99,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MyU1RCU3QjMxNyU3RGZpZ3VyYV8xOC5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18383%5D%7B317%7Dfigura_18.jpg
img_100,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MyU1RCU3QjQ2NyU3RGZpZ3VyYV8xNC5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18383%5D%7B467%7Dfigura_14.jpg
img_101,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MyU1RCU3QjUwMiU3RGZpZ3VyYV8xNS5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18383%5D%7B502%7Dfigura_15.jpg
img_102,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4MyU1RCU3QjUwNyU3RGZpZ3VyYV8xNy5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18383%5D%7B507%7Dfigura_17.jpg
img_103,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjclN0RjYWJvX2FlcmVvLnBuZw==.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B7%7Dcabo_aereo.png
img_104,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE0MyU3RGRlc3BlbmNhbnRvXzEuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B143%7Ddespencanto_1.jpg
img_105,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE1NyU3RG5vcm1hc19jbGFzc2lmaWNhY2FvX2JhbmFuYS5wbmc=.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B157%7Dnormas_classificacao_banana.png
img_106,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE3NiU3RGRpc3RhbmNpYWRvci5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B176%7Ddistanciador.jpg
img_107,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE4MyU3RGZpZ3VyYV8xNl8tX3N1cGVyaW9yLnBuZw==.png,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B183%7Dfigura_16_-_superior.png
img_108,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE5MiU3RGNvcmFjYW9fMy5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B192%7Dcoracao_3.jpg
img_109,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE5MSU3RGNhaXhhc19kZV9tYWRlaXJhX25vdmFzXzEuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B191%7Dcaixas_de_madeira_novas_1.jpg
img_110,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjE5MyU3RGRlc3Bpc3RpbGFnZW1fc296aW5oby5qcGc=.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B193%7Ddespistilagem_sozinho.jpg
img_111,aHR0cHM6Ly9pbnRyYW5ldGRvYy5lcGFncmkuc2MuZ292LmJyL3NlZGltb2IvYXJxX2FuZXhvcy8lNUIxODM4NCU1RCU3QjElN0RmaWd1cmFfMl8tX2IuanBn.jpg,https://intranetdoc.epagri.sc.gov.br/sedimob/arq_anexos/%5B18384%5D%7B1%7Dfigura_2_-_b.jpg
